tag,del,scode,sampname,date,site_name,habitat,microhab,majorhab,management,plotnum,recnum,voucher,abunc,abun,common,xspecies,dups,oldspnumbe,spnumber,family,genus,sp1,author1,rank1,sp2,author2,rank2,sp3,author3,id,xspcode,xxtaxstat,sptempid,species,treetaxa,xxfamily,star,synstar,xstar,detstatus,synspnum
" "," ",9,"KOGASW1",14/07/2009,"kogasw","wd","","east","y",1,575,161,"",1,"??????","Aster scaber Thunb.","",4175,4175,"Asteraceae","Aster","scaber","Thunb.","","","","","","",575,36,"No st",4175,"Aster scaber Thunb.","Aster scaber","Asteraceae","GN","GN","GN","",0,
" "," ",9,"KOGASW1",14/07/2009,"kogasw","wd","","east","y",1,576,0,"",1,"??????","Liparis kumokiri F.Maek.","",28092,28092,"Orchidaceae","Liparis","kumokiri","F.Maek.","","","","","","",576,145,"No st",28092,"Liparis kumokiri F.Maek.","Liparis kumokiri","ORCHIDACEAE","GN","GN","GN","",0,
" "," ",9,"KOGASW1",14/07/2009,"kogasw","wd","","east","y",1,577,162,"",1,"??????","Trachelospermum asiaticum (Sieb. & Zucc.) Nakai","",4697,4697,"Apocynaceae","Trachelospermum","asiaticum","(Sieb. & Zucc.) Nakai","","","","","","",577,435,"No st",4697,"Trachelospermum asiaticum (Sieb. et Zucc.) Nakai","Trachelospermum asiaticum","APOCYNACEAE","GN","GN","GN","",0,
" "," ",9,"KOGASW1",14/07/2009,"kogasw","wd","","east","y",1,578,163,"",1,"???????","Cocculus trilobus (Thunb.) DC.","",10592,10592,"Menispermaceae","Cocculus","trilobus","(Thunb.) DC.","","","","","","",578,293,"No st",10592,"Cocculus trilobus (Thunb.) DC.","Cocculus trilobus","MENISPERMACEAE","GN","GN","GN","",0,
" "," ",9,"KOGASW1",14/07/2009,"kogasw","wd","","east","y",1,579,164,"",1,"?????","Dioscorea japonica Thunb.","",26463,26463,"Dioscoreaceae","Dioscorea","japonica","Thunb.","","","","","","",579,77,"No st",26463,"Dioscorea japonica Thunb.","Dioscorea japonica","DIOSCOREACEAE","GN","GN","GN","",0,
" "," ",9,"KOGASW1",14/07/2009,"kogasw","wd","","east","y",1,580,165,"",1,"????","Rosa multiflora Thunb.","",29814,11463,"Rosaceae","Rosa","multiflora","Thunb.","","","","","","",580,187,"No st",11463,"Rosa multiflora Thunb. [1]","Rosa multiflora","ROSACEAE","","","BU","",0,
" "," ",9,"KOGASW1",14/07/2009,"kogasw","wd","","east","y",1,581,166,"",1,"????","Diospyros kaki Thunb.","",29825,29825,"Ebenaceae","Diospyros","kaki","Thunb.","","","","","","",581,80,"No st",29825,"Diospyros kaki Thunb.","Diospyros kaki","EBENACEAE","BU","BU","BU","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,582,0,"",1,"???","Quercus serrata Thunb. ex. Muuray","",9727,9727,"Fagaceae","Quercus","serrata","Thunb. ex. Muuray","","","","","","",582,110,"No st",9727,"Quercus serrata Murray","Quercus serrata","FAGACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,583,0,"",1,"????","Styrax japonica Sieb. & Zucc.","",4592,4592,"Styracaceae","Styrax","japonicus","Sieb. & Zucc.","","","","","","",583,218,"No st",4592,"Styrax japonicus Sieb. et Zucc.","Styrax japonica","STYRACACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,584,0,"",1,"????","Ilex macropoda Miq.","",5429,5429,"Aquifoliaceae","Ilex","macropoda","Miq.","","","","","","",584,16,"No st",5429,"Ilex macropoda Miq.","Ilex macropoda","AQUIFOLIACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,585,0,"",1,"????","Carpinus laxiflora (Sieb. & Zucc.) Blume","",9713,9713,"Betulaceae","Carpinus","laxiflora","(Sieb. & Zucc.) Blume","","","","","","",585,63,"No st",9713,"Carpinus laxiflora (Siebold et Zucc.) Blume","Carpinus laxiflora","CORYLACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,586,0,"",1,"???????","Callicarpa japonica Thunb.","",4907,4907,"Verbenaceae","Callicarpa","japonica","Thunb.","","","","","","",586,276,"No st",4907,"Callicarpa japonica Thunb.","Callicarpa japonica","LABIATAE","GN","GN","GN","",0,
"S"," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,587,0,"",1,"???????","Prunus grayana Maxim.","",16635,11327,"","","grayana","Maxim.","","","","","","",587,-999,"NEW!",16635,"Padus grayana (Maxim.) C.K.Schneid.","Prunus grayana","ROSACEAE","GN","","GN","",16635,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,588,0,"",1,"?????","Rhus trichocarpa Miq.","",5373,5373,"Anacardiaceae","Rhus","trichocarpa","Miq.","","","","","","",588,8,"No st",5373,"Rhus trichocarpa Miq.","Rhus trichocarpa","ANACARDIACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,589,0,"",1,"?????????","Platanthera minor (Miq.) Reichb.f.","",28550,28550,"Orchidaceae","Platanthera","minor","(Miq.) Reichb.f.","","","","","","",589,147,"No st",28550,"Platanthera minor (Miq.) Rchb.f.","Platanthera minor","ORCHIDACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,590,0,"",1,"????","Euscaphis japonica (Thunb.) Kanitz","",5455,5455,"Staphyleaceae","Euscaphis","japonica","(Thunb.) Kanitz","","","","","","",590,324,"No st",5455,"Euscaphis japonica (Thunb.) Kanitz","Euscaphis japonica","STAPHYLEACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,591,0,"",1,"?????","Rhus ambigua Lavall. ex Dippel","",5371,5371,"Anacardiaceae","Rhus","ambigua","Lavall. ex Dippel","","","","","","",591,5,"No st",5371,"Rhus ambigua Lavall{e'}e ex Dippel","Rhus ambigua","ANACARDIACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,592,0,"",1,"????","Lespedeza bicolor Turcz.","",11749,11749,"Leguminosae-p.","Lespedeza","bicolor","Turcz.","","","","","","",592,351,"No st",11749,"Lespedeza bicolor Turcz.","Lespedeza bicolor","LEGUMINOSAE-PAPILIONOIDEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,593,0,"",1,"?????????","Lonicera gracilipes Miq.","",3172,3172,"Caprifoliaceae","Lonicera","gracilipes","Miq.","","","","","","",593,357,"No st",3172,"Lonicera gracilipes Miq.","Lonicera gracilipes","CAPRIFOLIACEAE","BU","BU","BU","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,594,0,"",1,"????","Eurya japonica Thunb.","",10738,10738,"Theaceae","Eurya","japonica","Thunb.","","","","","","",594,323,"No st",10738,"Eurya japonica Thunb.","Eurya japonica","THEACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,595,0,"",1,"????","Viburnum dilatatum Thunb. ex Murr.","",5219,5219,"Caprifoliaceae","Viburnum","dilatatum","Thunb. ex Murr.","","","","","","",595,441,"No st",5219,"Viburnum dilatatum Thunb. ex Murray","Viburnum dilatatum","CAPRIFOLIACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,596,167,"",1,"??????","Akebia trifoliata (Thunb.) Koidz.","",10580,10580,"Lardizabalaceae","Akebia","trifoliata","(Thunb.) Koidz.","","","","","","",596,250,"No st",10580,"Akebia trifoliata (Thunb.) Koidz.","Akebia trifoliata","LARDIZABALACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,597,0,"",1,"????","Albizia julibrissin Durazz.","",11594,11594,"Leguminosae-m.","Albizia","julibrissin","Durazz.","","","","","","",597,92,"No st",11594,"Albizia julibrissin Durazz.","Albizia julibrissin","LEGUMINOSAE-MIMOSOIDEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,598,0,"",1,"??","Castanea crenata Sieb. & Zucc.","",9752,9752,"Fagaceae","Castanea","crenata","Sieb. & Zucc.","","","","","","",598,105,"No st",9752,"Castanea crenata Siebold et Zucc","Castanea crenata","FAGACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,599,0,"",1,"????","Euonymus alatus (Thunb.) Sieb.","",3186,3186,"Celastraceae","Euonymus","alatus","(Thunb.) Sieb.","","","","","","",599,318,"No st",3186,"Euonymus alatus (Thunb.) Sieb.","Euonymus alatus","CELASTRACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,600,0,"",1,"????","Quercus myrsinaefolia Blume","",30217,30217,"Fagaceae","Quercus","myrsinaefolia","Blume","","","","","","",600,109,"No st",30217,"Quercus myrsinaefolia Blume","Quercus myrsinaefolia","FAGACEAE","BU?","BU?","BU?","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,601,168,"",1,"????","Carpinus tschonoskii Maxim.","",9712,9712,"Betulaceae","Carpinus","tschonoskii","Maxim.","","","","","","",601,64,"No st",9712,"Carpinus tschonoskii Maxim","Carpinus tschonoskii","CORYLACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,602,0,"",1,"???","Chamaecyparis obtusa (Sieb. & Zucc.) Endl.","",3992,3992,"Cupressaceae","Chamaecyparis","obtusa","(Sieb. & Zucc.) Endl.","","","","","","",602,288,"No st",3992,"Chamaecyparis obtusa (Sieb. et Zucc.) Endl.","Chamaecyparis obtusa","CUPRESSACEAE","BU","BU","BU","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,603,0,"",1,"?????","Polygonatum falcatum A. Gray","",29822,29822,"Convallariaceae","Polygonatum","falcatum","A. Gray","","","","","","",603,397,"No st",29822,"Polygonatum falcatum A. GrayA. Gray","Polygonatum falcatum","CONVALLARIACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,604,0,"",1,"??????","Pleioblastus chino (Franch. & Savat.) Makino","",29795,29795,"Gramineae","Pleioblastus","chino","(Franch. & Savat.) Makino","","","","","","",604,395,"No st",29795,"Pleioblastus chino (Franch. & Savat.) Makino","Pleioblastus chino","POACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,605,0,"",1,"??????","Lindera glauca (Sieb. & Zucc.) Blume","",10280,10280,"Lauraceae","Lindera","glauca","(Sieb. & Zucc.) Blume","","","","","","",605,122,"No st",10280,"Lindera glauca (Siebold et Zucc.) Blume","Lindera glauca","LAURACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,606,0,"",1,"????","Dumasia truncata Sieb. & Zucc.","",11808,11808,"Leguminosae-p.","Dumasia","truncata","Sieb. & Zucc.","","","","","","",606,313,"No st",11808,"Dumasia truncata Sieboid et Zucc.","Dumasia truncata","LEGUMINOSAE-PAPILIONOIDEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,607,0,"",1,"?????","Symplocos chinensis (Lour.) Druce var. leucocarpa (Nakai) Ohwi form. pilosa (Nakai) Ohwi","",29789,29789,"Symplocaceae","Symplocos","chinensis","(Lour.) Druce","var.","leucocarpa","(Nakai) Ohwi form. pilosa (Nakai) Ohwi","f.","pilosa","(Nakai) Ohwi",607,220,"No st",29789,"Symplocos chinensis (Lour.) Druce var. leucocarpa (Nakai) Ohwi f. pilosa  (Nakai) Ohwi","Symplocos chinensis var. leucocarpa f. pilosa","SYMPLOCACEAE","f.","f.","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,608,0,"",1,"??????","Mallotus japonicus (Thunb. ex Murr.) Muell.-Arg.","",5295,5295,"Euphorbiaceae","Mallotus","japonicus","(Thunb. ex Murr.) Muell.-Arg.","","","","","","",608,368,"No st",5295,"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.","Mallotus japonicus","EUPHORBIACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,609,169,"",1,"???","Pteridium aquilinum (L.) Kuhn","",3400,3400,"Dennstaedtiaceae","Pteridium","aquilinum","(L.) Kuhn","","","","","","",609,404,"No st",3400,"Pteridium aquilinum (L.) Kuhn","Pteridium aquilinum","DENNSTAEDTIACEAE","GN","GN","GN","",0,
"S"," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,610,0,"",1,"??????","Paederia scandens (Lour.) Merr.","",7698,4835,"","","foetida","(Lour.) Merr.","","","","","","",610,386,"No st",7698,"Paederia foetida L.","Paederia scandens","RUBIACEAE","GN","syn","syn","",7698,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,611,0,"",1,"????","Isachne globosa (Thunb.) O. Kuntze","",29512,29512,"Gramineae","Isachne","globosa","(Thunb.) O. Kuntze","","","","","","",611,341,"No st",29512,"Isachne globosa (Thunb. ex Murray) Kuntze","Isachne globosa","POACEAE","?","?","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,612,170,"",1,"??????","Rhododendron japonicum (A. Gray) Suringer","",4465,4465,"Ericaceae","Rhododendron","japonicum","(A. Gray) Suringer","","","","","","",612,85,"No st",4465,"Rhododendron japonicum (A. Gray) Suringar","Rhododendron japonicum","ERICACEAE","BU","BU","BU","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,613,171,"",1,"??????","Chloranthus serratus (Thunb.) Roem. & Schult.","",10621,10621,"Chloranthaceae","Chloranthus","serratus","(Thunb.) Roem. & Schult.","","","","","","",613,66,"No st",10621,"Chloranthus serratus (Thunb.) Roem. et Schult.","Chloranthus serratus","CHLORANTHACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,614,0,"",1,"?????","Ophiopogon japonicus (L.f.) Ker-Gawl.","",29797,29797,"Convallariaceae","Ophiopogon","japonicus","(L.f.) Ker-Gawl.","","","","","","",614,379,"No st",29797,"Ophiopogon japonicus (L.f.) Ker-Gawl.","Ophiopogon japonicus","CONVALLARIACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,615,0,"",1,"?????????","Platanthera minor (Miq.) Reichb.f.","",28550,28550,"Orchidaceae","Platanthera","minor","(Miq.) Reichb.f.","","","","","","",615,147,"No st",28550,"Platanthera minor (Miq.) Rchb.f.","Platanthera minor","ORCHIDACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,616,172,"",1,"????","Ampelopsis brevipedunculata (Maxim.) Trautv. var. heterophylla (Thunb.) Hara","",29793,29793,"Vitaceae","Ampelopsis","brevipedunculata","(Maxim.) Trautv.","var.","heterophylla","(Thunb.) Hara","","","",616,253,"No st",29793,"Ampelopsis brevipedunculata (Maxim.) Trautv. var. heterophylla (Thunb.) Hara","Ampelopsis brevipedunculata var. heterophylla","VITACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,617,0,"",1,"??????","Cirsium oligophyllum (Franch. & Savat.) Matsum.","",4325,4325,"Asteraceae","Cirsium","oligophyllum","(Franch. & Savat.) Matsum.","","","","","","",617,42,"No st",4325,"Cirsium oligophyllum (Franch. et Sav.) Matsum.","Cirsium oligophyllum","Asteraceae","BU","BU","BU","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,618,0,"",1,"????","Gentiana scabra Bunge var. buergeri (Miq.) Maxim.","",383,383,"Gentianaceae","Gentiana","scabra","Bunge","var.","buergeri","(Miq.) Maxim.","","","",618,111,"No st",383,"Gentiana scabra Bunge var. buergeri Miq.","Gentiana scabra var. buergeri","GENTIANACEAE","BU","BU","BU","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,619,0,"",1,"?????","Erigeron philadelphicus L.","",4195,4195,"Asteraceae","Erigeron","philadelphicus","L.","","","","","","",619,43,"No st",4195,"Erigeron philadelphicus L.","Erigeron philadelphicus","Asteraceae","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,620,0,"",1,"????","Lespedeza bicolor Turcz.","",11749,11749,"Leguminosae-p.","Lespedeza","bicolor","Turcz.","","","","","","",620,351,"No st",11749,"Lespedeza bicolor Turcz.","Lespedeza bicolor","LEGUMINOSAE-PAPILIONOIDEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,621,173,"",1,"????","Lespedeza pilosa (Thunb.) Sieb. & Zucc.","",11759,11759,"Leguminosae-p.","Lespedeza","pilosa","(Thunb.) Sieb. & Zucc.","","","","","","",621,354,"No st",11759,"Lespedeza pilosa (Thunb.) Siebold et Zucc.","Lespedeza pilosa","LEGUMINOSAE-PAPILIONOIDEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,622,0,"",1,"??????","Pyrola japonica Klenze","",4521,4521,"Pyrolaceae","Pyrola","japonica","Klenze","","","","","","",622,171,"No st",4521,"Pyrola japonica Klenze ex Alef.","Pyrola japonica","ERICACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,623,0,"",1,"??????","Desmodium podocarpum DC. subsp. oxyphyllum (DC.) Ohashi","",29932,29817,"Leguminosae-p.","Desmodium","podocarpum","DC.","subsp.","oxyphyllum","(DC.) Ohashi","","","",623,95,"No st",29817,"Desmodium podocarpum DC. ssp. oxyphyllum (DC.) Ohashi","Desmodium podocarpum ssp. oxyphyllum","LEGUMINOSAE-PAPILIONOIDEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,624,171,"",1,"?????","Ardisia japonica (Thunb.) Blume","",4535,4535,"Myrsinaceae","Ardisia","japonica","(Thunb.) Blume","","","","","","",624,262,"No st",4535,"Ardisia japonica (Thunb.) Bl.","Ardisia japonica","MYRSINACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,625,174,"",1,"?????","Thelypteris torresiana (Gaud.) Alston var. calvata (Bak.) Holtt.","",42,42,"Thelypteridaceae","Thelypteris","torresiana","(Gaud.) Alston","var.","calvata","(Bak.) Holtt.","","","",625,431,"No st",42,"Thelypteris torresiana (Gaudich.) Alston var. calvata Baker","Thelypteris torresiana var. calvata","THELYPTERIDACEAE","GN","GN","GN","",0,
"S"," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,626,175,"",1,"????","Antenoron filiforme (Thunb.) Roberty & Vautier","",12989,9990,"","","filiformis","(Thunb.) Roberty & Vautier","","","","","","",626,255,"No st",12989,"Persicaria filiformis (Thunb.) Nakai ex VV.T.Lee","Antenoron filiforme","POLYGONACEAE","GN","","GN","",12989,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,627,186,"",1,"??","Zingiber mioga (Thunb.) Roscoe","",26779,26779,"Zingiberaceae","Zingiber","mioga","(Thunb.) Roscoe","","","","","","",627,241,"No st",26779,"Zingiber mioga (Thunb.) Roscoe","Zingiber mioga","ZINGIBERACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,628,187,"",1,"?????","Dioscorea japonica Thunb.","",26463,26463,"Dioscoreaceae","Dioscorea","japonica","Thunb.","","","","","","",628,77,"No st",26463,"Dioscorea japonica Thunb.","Dioscorea japonica","DIOSCOREACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,629,178,"",1,"???","Hedera rhombea (Miq.) Bean","",5740,5740,"Araliaceae","Hedera","rhombea","(Miq.) Bean","","","","","","",629,29,"No st",5740,"Hedera rhombea (Miq.) Bean","Hedera rhombea","ARALIACEAE","GN","GN","GN","",0,
"S"," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,630,0,"",1,"?????","Prunus jamasakura Sieb. ex Koidz.","",16825,11370,"","","jamasakura","Sieb. ex Koidz.","var.","jamasakura","","","","",630,-999,"NEW!",16825,"Cerasus jamasakura (Siebold ex Koidz.) H.Ohba var. jamasakura","Prunus jamasakura","ROSACEAE","BU","","BU","",16825,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,631,0,"",1,"????","Diospyros kaki Thunb.","",29825,29825,"Ebenaceae","Diospyros","kaki","Thunb.","","","","","","",631,80,"No st",29825,"Diospyros kaki Thunb.","Diospyros kaki","EBENACEAE","BU","BU","BU","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,632,179,"",1,"???","Swida controversa (Hemsl.) Soja'k","",5732,5732,"Cornaceae","Swida","controversa","(Hemsl.) Soja'k","","","","","","",632,424,"No st",5732,"Swida controversa (Hemsl. ex Prain) Soj{a'}rk","Swida controversa","CORNACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,633,0,"",1,"?????","Rhododendron obtusum (Lindl.) Planch. var. kaempferi (Planch.) Wils.","",290,290,"Ericaceae","Rhododendron","obtusum","(Lindl.) Planch.","var.","kaempferi","(Planch.) Wils.","","","",633,86,"No st",290,"Rhododendron obtusum (Lindl.) Planch. var. kaempferi Planch.","Rhododendron obtusum var. kaempferi","ERICACEAE","BU","BU","BU","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,634,0,"",1,"????","Quercus myrsinaefolia Blume","",30217,30217,"Fagaceae","Quercus","myrsinaefolia","Blume","","","","","","",634,109,"No st",30217,"Quercus myrsinaefolia Blume","Quercus myrsinaefolia","FAGACEAE","BU?","BU?","BU?","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,635,0,"",1,"?????","Duchesnea chrysantha (Zoll. & Mor.) Miq.","",11525,11525,"Rosaceae","Duchesnea","chrysantha","(Zoll. & Mor.) Miq.","","","","","","",635,312,"No st",11525,"Duchesnea chrysantha (Zoll. et Moritzi) Miq.","Duchesnea chrysantha","ROSACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,636,0,"",1,"???","Magnolia praecoccisima Koidz.","",29791,29791,"MAGNOLIACEAE","Magnolia","praecoccisima","Koidz.","","","","","","",636,127,"No st",29791,"Magnolia praecoccisima Koidz.","Magnolia praecoccisima","MAGNOLIACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,637,180,"",1,"????????","Solidago virgaurea L. subsp. asiatica Kitam.","",134,134,"Asteraceae","Solidago","virgaurea","L.","subsp.","asiatica","Kitam.","","","",637,55,"No st",134,"Solidago virgaurea L. subsp. asiatica","Solidago virgaurea ssp. asiatica","Asteraceae","GN","GN","GN","",0,
"S"," ",10,"KOGASW2",14/07/2009,"kogasw","wd","road","west","y",2,638,181,"",1,"??????","Agrimonia pilosa Ledeb. var. japonica (Miq.) Nakai","",17352,11493,"","","pilosa","Ledeb.","var.","pilosa","(Miq.) Nakai","","","",638,247,"No st",17352,"Agrimonia pilosa Ledeb. var. pilosa","Agrimonia pilosa var. japonica","ROSACEAE","GN","","GN","",17352,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","road","west","y",2,639,183,"",1,"????","Plantago asiatica L.","",5144,5144,"Plantaginaceae","Plantago","asiatica","L.","","","","","","",639,155,"No st",5144,"Plantago asiatica L.","Plantago asiatica","PLANTAGINACEAE","GN","GN","GN","",0,
" "," ",10,"KOGASW2",14/07/2009,"kogasw","wd","","west","y",2,640,0,"",1,"?????","Ardisia japonica (Thunb.) Blume","",4535,4535,"Myrsinaceae","Ardisia","japonica","(Thunb.) Blume","","","","","","",640,262,"No st",4535,"Ardisia japonica (Thunb.) Bl.","Ardisia japonica","MYRSINACEAE","GN","GN","GN","",0,
" "," ",11,"KOGASW3",14/07/2009,"kogasw","wd","","","n",3,641,0,"",1,"???","Quercus serrata Thunb. ex. Muuray","",9727,9727,"Fagaceae","Quercus","serrata","Thunb. ex. Muuray","","","","","","",641,110,"No st",9727,"Quercus serrata Murray","Quercus serrata","FAGACEAE","GN","GN","GN","",0,
" "," ",11,"KOGASW3",14/07/2009,"kogasw","wd","","","n",3,642,0,"",1,"??","Castanea crenata Sieb. & Zucc.","",9752,9752,"Fagaceae","Castanea","crenata","Sieb. & Zucc.","","","","","","",642,105,"No st",9752,"Castanea crenata Siebold et Zucc","Castanea crenata","FAGACEAE","GN","GN","GN","",0,
" "," ",11,"KOGASW3",14/07/2009,"kogasw","wd","","","n",3,643,0,"",1,"????","Carpinus laxiflora (Sieb. & Zucc.) Blume","",9713,9713,"Betulaceae","Carpinus","laxiflora","(Sieb. & Zucc.) Blume","","","","","","",643,63,"No st",9713,"Carpinus laxiflora (Siebold et Zucc.) Blume","Carpinus laxiflora","CORYLACEAE","GN","GN","GN","",0,
" "," ",11,"KOGASW3",14/07/2009,"kogasw","wd","","","n",3,644,184,"",1,"????","Camellia sinensis (L.) O. Kuntze","",10718,10718,"Theaceae","Camellia","sinensis","(L.) O. Kuntze","","","","","","",644,223,"No st",10718,"Camellia sinensis (L.) Kuntze","Camellia sinensis","THEACEAE","","","GN","",0,
" "," ",11,"KOGASW3",14/07/2009,"kogasw","wd","","","n",3,645,0,"",1,"????","Quercus myrsinaefolia Blume","",30217,30217,"Fagaceae","Quercus","myrsinaefolia","Blume","","","","","","",645,109,"No st",30217,"Quercus myrsinaefolia Blume","Quercus myrsinaefolia","FAGACEAE","BU?","BU?","BU?","",0,
" "," ",11,"KOGASW3",14/07/2009,"kogasw","wd","","","n",3,646,0,"",1,"?????????","Magnolia praecoccisima Koidz.","",29791,29791,"MAGNOLIACEAE","Magnolia","praecoccisima","Koidz.","","","","","","",646,127,"No st",29791,"Magnolia praecoccisima Koidz.","Magnolia praecoccisima","MAGNOLIACEAE","GN","GN","GN","",0,
" "," ",11,"KOGASW3",14/07/2009,"kogasw","wd","","","n",3,647,0,"",1,"???","Magnolia praecoccisima Koidz.","",29791,29791,"MAGNOLIACEAE","Magnolia","praecoccisima","Koidz.","","","","","","",647,127,"No st",29791,"Magnolia praecoccisima Koidz.","Magnolia praecoccisima","MAGNOLIACEAE","GN","GN","GN","",0,
"S"," ",11,"KOGASW3",14/07/2009,"kogasw","wd","","","n",3,648,0,"",1,"???????","Prunus grayana Maxim.","",16635,11327,"","","grayana","Maxim.","","","","","","",648,-999,"NEW!",16635,"Padus grayana (Maxim.) C.K.Schneid.","Prunus grayana","ROSACEAE","GN","","GN","",16635,
" "," ",11,"KOGASW3",14/07/2009,"kogasw","wd","","","n",3,649,0,"",1,"???????","Lonicera gracilipes Miq. var. glabra Miq.","",598,598,"Caprifoliaceae","Lonicera","gracilipes","Miq.","var.","glabra","Miq.","","","",649,358,"No st",598,"Lonicera gracilipes Miq. var. glabra","Lonicera gracilipes var. glabra","CAPRIFOLIACEAE","BU","BU","BU","",0,
