tag,del,scode,sampname,date,voucher,localname,hatusimasp,abun,treecount,hatufam,id,oldspnumbe,spnumber,family,genus,sp1,author1,rank1,sp2,author2,detstatus,xxfamily,star,synstar,xstar,sptempid,species,common,treetaxa,oldspnov,synspnum
" "," ",4006,"ROkuni2",19/06/2010,"","ÉäÉÖÉEÉLÉÖÉEÉ}Éc","Pinus luchuensis Mayr",1,2,"Pinaceae",486,29913,29913,"Pinaceae","Pinus","luchuensis","Mayr","","","","","PINACEAE","GD","GD","GD",29913,"Pinus luchuensis Mayr","","Pinus luchuensis","Pinus luchuensis Mayr",0,
" "," ",4006,"ROkuni2",19/06/2010,"","ÉÑÉ}ÉÇÉÇ","Myrica rubra S. & Z.",1,1,"Myricaceae",487,9574,9574,"MYRICACEAE","Myrica","rubra","S. & Z.","","","","","MYRICACEAE","GN","GN","GN",9574,"Myrica rubra Siebold et Zucc.","","Myrica rubra","Myrica rubra S. & Z.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉMÉáÉ{ÉN","Crataeva falcata (Lour.) DC.",1,0,"Capparidaceae",488,29976,29976,"Capparaceae","Crataeva","falcata","(Lour.) DC.","","","","","","?","?","GN",29976,"Crataeva falcata (Lour.) DC.","","Crataeva falcata","Crataeva falcata (Lour.) DC.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉXÉ_ÉWÉC","Castanopsis sieboldii (Makino) Hatusima ex Yamazaki & Mashiba",3,0,"Fagaceae",489,18024,18024,"Fagaceae","Castanopsis","sieboldii","(Makino) Hatusima ex Yamazaki & Mashiba","","","","","FAGACEAE","BU/","BU/","GN",18024,"Castanopsis sieboldii (Makino) Hatus ex T.Yamaz. et Mashiba","","Castanopsis sieboldii","Castanopsis sieboldii (Makino) Hatusima ex Yamazaki & Mashiba",0,
"S"," ",4007,"ROkuni3",19/06/2010,"","ÉCÉWÉÖ","Schima wallichii (DC.) Korthals ssp. liukiuensis (Nakai) Bloemb.",1,0,"Theaceae",490,14746,10726,"Theaceae","Schima","noronhae","(DC.) Korthals","","","(Nakai) Bloemb.","","THEACEAE","GN","","?",14746,"Schima noronhae Reinw, Blume","","Schima wallichii ssp. liukiuensis","Schima wallichii (DC.) Korthals ssp. liukiuensis (Nakai) Bloemb.",14746,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉNÉ`ÉiÉV","Gardenia jasminoides Ellis f. grandiflora (Lour.) Makino",1,0,"Rubiaceae",491,4791,4791,"Rubiaceae","Gardenia","jasminoides","Ellis f. grandiflora (Lour.) Makino","","","","","RUBIACEAE","GN","GN","GN",4791,"Gardenia jasminoides Ellis","","Gardenia jasminoides","Gardenia jasminoides Ellis f. grandiflora (Lour.) Makino",0,
" "," ",4007,"ROkuni3",19/06/2010,"H764","ÉäÉÖÉEÉLÉÖÉEÉÇÉ`","Osmanthus marginatus (Champ. ex Benth.) Hemsl.",1,0,"Oleaceae",492,4631,4631,"Oleaceae","Osmanthus","marginatus","(Champ. ex Benth.) Hemsl.","","","","","OLEACEAE","GN","GN","GN",4631,"Osmanthus marginatus (Champ. ex Benth.) Hemsl.","","Osmanthus marginatus","Osmanthus marginatus (Champ. ex Benth.) Hemsl.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉVÉVÉAÉNÉ`","Ardisia quinquegona Bl.",1,0,"Myrsinaceae",493,4532,4532,"Myrsinaceae","Ardisia","quinquegona","Bl.","","","","","MYRSINACEAE","GN","GN","GN",4532,"Ardisia quinquegona Bl.","","Ardisia quinquegona","Ardisia quinquegona Bl.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H765","ÉcÉQÉÇÉ`","Ilex goshiensis Hayata",1,0,"Aquifoliaceae",494,5417,5417,"Aquifoliaceae","Ilex","goshiensis","Hayata","","","","","AQUIFOLIACEAE","GN","GN","GN",5417,"Ilex goshiensis Hayata","","Ilex goshiensis","Ilex goshiensis Hayata",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉAÉIÉmÉNÉ}É^ÉPÉâÉì","Alpinia intermedia Gagnep.",1,0,"Zingiberaceae",495,26741,26741,"Zingiberaceae","Alpinia","intermedia","Gagnep.","","","","","ZINGIBERACEAE","GN","GN","GN",26741,"Alpinia intermedia Gagnep.","","Alpinia intermedia","Alpinia intermedia Gagnep.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉRÉoÉìÉÇÉ`","Elaeocarpus japonicus S. & Z.",1,0,"Elaeocarpaceae",496,5494,5494,"Elaeocarpaceae","Elaeocarpus","japonicus","S. & Z.","","","","","ELAEOCARPACEAE","GN","GN","GN",5494,"Elaeocarpus japonicus Sieb. et Zucc.","","Elaeocarpus japonicus","Elaeocarpus japonicus S. & Z.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉqÉâÉ~ÉåÉÇÉì","Citrus depressa Hayata",1,0,"Rutaceae",497,5351,5351,"Rutaceae","Citrus","depressa","Hayata","","","","","RUTACEAE","GD","GD","GD",5351,"Citrus depressa Hayata","","Citrus depressa","Citrus depressa Hayata",0,
" "," ",4007,"ROkuni3",19/06/2010,"H766","ÉJÉâÉXÉLÉoÉTÉìÉLÉâÉC","Heterosmilax japonica Kunth",1,0,"Liliaceae",498,29910,29910,"Smilacaceae","Heterosmilax","japonica","Kunth","","","","","SMILACACEAE","GN","GN","GN",29910,"Heterosmilax japonica Kunth","","Heterosmilax japonica","Heterosmilax japonica Kunth",0,
" "," ",4007,"ROkuni3",19/06/2010,"H767","ÉgÉxÉâ","Pittosporum tobira (Thunb.) Dryand ex Aiton",1,0,"Pittosporaceae",499,11238,11238,"Pittosporaceae","Pittosporum","tobira","(Thunb.) Dryand ex Aiton","","","","","PITTOSPORACEAE","GN","GN","GN",11238,"Pittosporum tobira (Thunb.) W.T.Aiton","","Pittosporum tobira","Pittosporum tobira (Thunb.) Dryand ex Aiton",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉVÉçÉ_ÉÇ","Neolitsea sericea (Bl.) Koidz.",1,0,"Lauraceae",500,10305,10305,"Lauraceae","Neolitsea","sericea","(Bl.) Koidz.","","","","","LAURACEAE","GN","GN","GN",10305,"Neolitsea sericea (Blume) Koidz.","","Neolitsea sericea","Neolitsea sericea (Bl.) Koidz.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉäÉÖÉEÉLÉÖÉEÉRÉìÉeÉäÉM","Hydrangea liukiuensis Nakai",1,0,"Saxifragaceae",501,29927,29927,"Hydrangeaceae","Hydrangea","liukiuensis","Nakai","","","","","HYDRANGEACEAE","GN","GN","GN",29927,"Hydrangea liukiuensis Nakai","","Hydrangea liukiuensis","Hydrangea liukiuensis Nakai",0,
"S"," ",4007,"ROkuni3",19/06/2010,"","É^ÉuÉmÉL","Persea thunbergii (S. & Z.) Kosterm.",1,0,"Lauraceae",502,29935,10300,"Lauraceae","Machilus","thunbergii","(S. & Z.) Kosterm.","","","","","LAURACEAE","GN","","GN",13699,"Machilus thunbergii Siebold et Zucc. ex Meisn.","","Persea thunbergii","Persea thunbergii (S. & Z.) Kosterm.",13699,
"S"," ",4007,"ROkuni3",19/06/2010,"","ÉtÉJÉmÉL","Schefflera octophylla (Lour.) Harms",1,0,"Araliaceae",503,9291,5741,"Araliaceae","Schefflera","heptaphylla","(Lour.) Harms","","","","","ARALIACEAE","GN","syn","syn",9291,"Schefflera heptaphylla (L.) Frodin","","Schefflera octophylla","Schefflera octophylla (Lour.) Harms",9291,
" "," ",4007,"ROkuni3",19/06/2010,"H768","ÉVÉìÉGÉ_ÉEÉ`ÉzÉìÉOÉEÉVÉ_","Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta (Tagawa) Kramer",1,0,"Pteridaceae",504,16,16,"Lindsaeaceae","Lindsaea","orbiculata","(Lam.) Mett. ex Kuhn","var.","commixta","(Tagawa) Kramer","","DENNSTAEDTIACEAE","GN","GN","GN",16,"Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta Tagawa","","Lindsaea orbiculata var. commixta","Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta (Tagawa) Kramer",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉTÉìÉSÉWÉÖ","Viburnum odoratissimum Ker",1,0,"Caprifoliaceae",505,29908,29908,"Caprifoliaceae","Viburnum","odoratissimum","Ker","","","","","CAPRIFOLIACEAE","GN","GN","GN",29908,"Viburnum odoratissimum Ker Gawl.","","Viburnum odoratissimum","Viburnum odoratissimum Ker",0,
" "," ",4007,"ROkuni3",19/06/2010,"H769","ÉJÉcÉÇÉEÉCÉmÉf","Ctenitis subglandulosa (Hance) Ching",1,0,"Aspidiaceae",506,3709,3709,"Dryopteridaceae","Ctenitis","subglandulosa","(Hance) Ching","","","","","DRYOPTERIDACEAE","GN","GN","GN",3709,"Ctenitis subglandulosa (Hance) Ching","","Ctenitis subglandulosa","Ctenitis subglandulosa (Hance) Ching",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉAÉ}ÉVÉo","Symplocos microcalyx Hayata",1,0,"Symplocaceae",507,4608,4608,"Symplocaceae","Symplocos","microcalyx","Hayata","","","","","SYMPLOCACEAE","BK","BK","BK",4608,"Symplocos microcalyx Hayata","","Symplocos microcalyx","Symplocos microcalyx Hayata",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉnÉ[ÉmÉL","Rhus succedanea L.",1,0,"Anacardiaceae",508,5374,5374,"Anacardiaceae","Rhus","succedanea","L.","","","","","ANACARDIACEAE","GN","GN","GN",5374,"Rhus succedanea L.","","Rhus succedanea","Rhus succedanea L.",0,
"S"," ",4007,"ROkuni3",19/06/2010,"","ÉIÉjÉwÉS","Alsophila podophylla Hook.",1,0,"Cyatheaceae",509,5972,3382,"Cyatheaceae","Cyathea","podophylla","Hook.","","","","","CYATHEACEAE","GN","syn","syn",5972,"Cyathea podophylla (Hook.) Copel.","","Alsophila podophylla","Alsophila podophylla Hook.",5972,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉVÉ}É~ÉTÉIÉmÉL","Randia canthioides Champ. ex Benth.",1,0,"Rubiaceae",510,4794,4794,"Rubiaceae","Randia","canthioides","Champ. ex Benth.","","","","","RUBIACEAE","GN","GN","GN",4794,"Randia canthioides Champ. ex Benth.","","Randia canthioides","Randia canthioides Champ. ex Benth.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H770","É~ÉÑÉ}ÉmÉRÉMÉäÉVÉ_","Diplazium mettenianum (Miq.) C. Chr.",1,0,"Aspidiaceae",511,3874,3874,"Woodsiaceae","Diplazium","mettenianum","(Miq.) C. Chr.","","","","","WOODSIACEAE","GN","GN","GN",3874,"Diplazium mettenianum (Miq.) C. Chr.","","Diplazium mettenianum","Diplazium mettenianum (Miq.) C. Chr.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉNÉèÉYÉCÉÇ","Alocasia odora (Lodd.) Spach",1,0,"Araceae",512,24245,24245,"Araceae","Alocasia","odora","(Lodd.) Spach","","","","","ARACEAE","GN","GN","syn",24245,"Alocasia odora (Lindl.) K.Koch","","Alocasia odora","Alocasia odora (Lodd.) Spach",0,
" "," ",4007,"ROkuni3",19/06/2010,"H771","ÉIÉIÉoÉ`ÉaÉ~ÉUÉT","Oplismenus compositus (L.) Beauv. var. patens (Honda) Ohwi",1,0,"Gramineae",513,29915,29915,"Gramineae","Oplismenus","compositus","(L.) Beauv.","var.","patens","(Honda) Ohwi","","Gramineae","GD","GD","GD",29915,"Oplismenus compositus (L.) P.Beauv. var. patens (Honda) Ohwi","","Oplismenus compositus var. patens","Oplismenus compositus (L.) Beauv. var. patens (Honda) Ohwi",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉJÉNÉåÉ~Ém","Dendropanax trifidus (Thunb.) Makino",1,0,"Araliaceae",514,5743,5743,"Araliaceae","Dendropanax","trifidus","(Thunb.) Makino","","","","","ARALIACEAE","GN","GN","GN",5743,"Dendropanax trifidus (Thunb.) Makino ex H. Hara","","Dendropanax trifidus","Dendropanax trifidus (Thunb.) Makino",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉVÉçÉ_ÉÇ","Neolitsea sericea (Bl.) Koidz.",1,0,"Lauraceae",515,10305,10305,"Lauraceae","Neolitsea","sericea","(Bl.) Koidz.","","","","","LAURACEAE","GN","GN","GN",10305,"Neolitsea sericea (Blume) Koidz.","","Neolitsea sericea","Neolitsea sericea (Bl.) Koidz.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉVÉâÉ^É}ÉJÉYÉâ","Psychotria serpens L.",1,0,"Rubiaceae",516,4827,4827,"Rubiaceae","Psychotria","serpens","L.","","","","","RUBIACEAE","GN","GN","GN",4827,"Psychotria serpens L.","","Psychotria serpens","Psychotria serpens L.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","É^ÉVÉçÉãÉäÉ~ÉmÉL","Lasianthus fordii Hance",1,0,"Rubiaceae",517,4819,4819,"Rubiaceae","Lasianthus","fordii","Hance","","","","","RUBIACEAE","GN","GN","GN",4819,"Lasianthus fordii Hance","","Lasianthus fordii","Lasianthus fordii Hance",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉÑÉ}ÉrÉè","Meliosma simplicifolia (Roxb.) Walp. ssp. rigida (S. & Z.) Beus.",1,0,"Sabiaceae",518,29968,29968,"Sabiaceae","Meliosma","simplicifolia","(Roxb.) Walp.","subsp.","rigida","(S. & Z.) Beus.","","MELIOSMACEAE","syn","syn","GN",29968,"Alnaster simplicifolia (Roxb.) Walp. ssp. rigida (S. & Z.) Beus.","","Meliosma simplicifolia ssp. rigida","Meliosma simplicifolia (Roxb.) Walp. ssp. rigida (S. & Z.) Beus.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H772","ÉzÉEÉâÉCÉ`ÉN","Bambusa glaucescens (Lam.)  Sieb. ex Munro",1,0,"Gramineae",519,29955,29955,"Gramineae","Bambusa","glaucescens","(Lam.)  Sieb. ex Munro","","","","","Gramineae","GN","GN","GN",29955,"Bambusa glaucescens (Lam.) Sieb. ex Munro","","Bambusa glaucescens","Bambusa glaucescens (Lam.)  Sieb. ex Munro",0,
" "," ",4007,"ROkuni3",19/06/2010,"H773","ÉÑÉ}ÉqÉnÉc","Antidesma  japonicum S. & Z.",1,0,"Euphorbiaceae",520,5266,5266,"Euphorbiaceae","Antidesma","japonicum","S. & Z.","","","","","EUPHORBIACEAE","GN","GN","GN",5266,"Antidesma japonicum Sieb. et Zucc.","","Antidesma japonicum","Antidesma  japonicum S. & Z.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","É^ÉCÉèÉìÉãÉäÉ~ÉmÉL","Lasianthus cyanocarpus Jack",1,0,"Rubiaceae",521,4815,4815,"Rubiaceae","Lasianthus","cyanocarpus","Jack","","","","","RUBIACEAE","GN","GN","GN",4815,"Lasianthus cyanocarpus Jack","","Lasianthus cyanocarpus","Lasianthus cyanocarpus Jack",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉAÉJÉ~ÉYÉL","Wendlandia formosana Cowan",1,0,"Rubiaceae",522,4782,4782,"Rubiaceae","Wendlandia","formosana","Cowan","","","","","RUBIACEAE","BU","BU","BU",4782,"Wendlandia formosana Cowan","","Wendlandia formosana","Wendlandia formosana Cowan",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉRÉoÉìÉÇÉ`","Elaeocarpus japonicus S. & Z.",1,0,"Elaeocarpaceae",523,5494,5494,"Elaeocarpaceae","Elaeocarpus","japonicus","S. & Z.","","","","","ELAEOCARPACEAE","GN","GN","GN",5494,"Elaeocarpus japonicus Sieb. et Zucc.","","Elaeocarpus japonicus","Elaeocarpus japonicus S. & Z.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉGÉSÉmÉL","Styrax japonicus S. & Z.",1,0,"Styracaceae",524,4592,4592,"Styracaceae","Styrax","japonicus","S. & Z.","","","","","STYRACACEAE","GN","GN","GN",4592,"Styrax japonicus Sieb. et Zucc.","","Styrax japonicus","Styrax japonicus S. & Z.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H774","É~ÉÑÉ}ÉmÉRÉMÉäÉVÉ_","Diplazium mettenianum (Miq.) C. Chr.",1,0,"Aspidiaceae",525,3874,3874,"Woodsiaceae","Diplazium","mettenianum","(Miq.) C. Chr.","","","","","WOODSIACEAE","GN","GN","GN",3874,"Diplazium mettenianum (Miq.) C. Chr.","","Diplazium mettenianum","Diplazium mettenianum (Miq.) C. Chr.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉAÉJÉÅÉCÉkÉrÉè","Ficus benguetensis Merr.",1,0,"Moraceae",526,9790,9790,"Moraceae","Ficus","benguetensis","Merr.","","","","","MORACEAE","GN","GN","GN",9790,"Ficus benguetensis Merr.","","Ficus benguetensis","Ficus benguetensis Merr.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H775","É~ÉhÉäÉJÉ^ÉqÉo","Selaginella doederleinii Hieron.",1,0,"Selaginellaceae",527,3278,3278,"Selaginellaceae","Selaginella","doederleinii","Hieron.","","","","","SELAGINELLACEAE","GN","GN","GN",3278,"Selaginella doederleinii Hieron.","","Selaginella doederleinii","Selaginella doederleinii Hieron.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H776","ÉäÉÖÉEÉrÉìÉ^ÉC","Angiopteris lygodiifolia Rosenst.",1,0,"Marattiaceae",528,3326,3326,"Marattiaceae","Angiopteris","lygodiifolia","Rosenst.","","","","","MARATTIACEAE","BU","BU","BU",3326,"Angiopteris lygodiifolia Rosenst.","","Angiopteris lygodiifolia","Angiopteris lygodiifolia Rosenst.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H777","É~ÉÑÉ}ÉmÉRÉMÉäÉVÉ_","Diplazium mettenianum (Miq.) C. Chr.",1,0,"Aspidiaceae",529,3874,3874,"Woodsiaceae","Diplazium","mettenianum","(Miq.) C. Chr.","","","","","WOODSIACEAE","GN","GN","GN",3874,"Diplazium mettenianum (Miq.) C. Chr.","","Diplazium mettenianum","Diplazium mettenianum (Miq.) C. Chr.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H778","ÉXÉQsp22","Carex spp.22",1,0,"Cruciferae",530,30164,30164,"Cyperaceae","Carex","spp.22","","","","","","CYPERACEAE","-","-","-",30164,"Carex spp.22","","Carex spp.22","Carex spp.22",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉCÉkÉrÉè","Ficus erecta Thunb. ex Kaempf.",1,0,"Moraceae",531,9780,9780,"Moraceae","Ficus","erecta","Thunb. ex Kaempf.","","","","","MORACEAE","?","?","GN",9780,"Ficus erecta Thunb.","","Ficus erecta","Ficus erecta Thunb. ex Kaempf.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H779","ÉVÉìÉGÉ_ÉEÉ`ÉzÉìÉOÉEÉVÉ_","Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta (Tagawa) Kramer",1,0,"Pteridaceae",532,16,16,"Lindsaeaceae","Lindsaea","orbiculata","(Lam.) Mett. ex Kuhn","var.","commixta","(Tagawa) Kramer","","DENNSTAEDTIACEAE","GN","GN","GN",16,"Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta Tagawa","","Lindsaea orbiculata var. commixta","Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta (Tagawa) Kramer",0,
" "," ",4007,"ROkuni3",19/06/2010,"H780","ÉVÉìÉGÉ_ÉEÉ`ÉzÉìÉOÉEÉVÉ_","Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta (Tagawa) Kramer",1,0,"Pteridaceae",533,16,16,"Lindsaeaceae","Lindsaea","orbiculata","(Lam.) Mett. ex Kuhn","var.","commixta","(Tagawa) Kramer","","DENNSTAEDTIACEAE","GN","GN","GN",16,"Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta Tagawa","","Lindsaea orbiculata var. commixta","Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta (Tagawa) Kramer",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉÑÉìÉoÉãÉ~É~ÉYÉoÉC","Symplocos stellaris Brand",1,0,"Symplocaceae",534,4610,4610,"Symplocaceae","Symplocos","stellaris","Brand","","","","","SYMPLOCACEAE","GN","GN","GN",4610,"Symplocos stellaris Brand","","Symplocos stellaris","Symplocos stellaris Brand",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉÑÉìÉoÉãÉAÉèÉuÉL","Meliosma pinnata (Roxb.) Walp. ssp. arnottiana (Walp.) Beus.",1,0,"Sabiaceae",535,29974,29974,"Sabiaceae","Meliosma","pinnata","(Roxb.) Walp.","subsp.","arnottiana","(Walp.) Beus.","","MELIOSMACEAE","GN","GN","GN",29974,"Meliosma pinnata (Roxb.) Walp. ssp. arnottiana (Walp.) Beus.","","Meliosma pinnata ssp. arnottiana","Meliosma pinnata (Roxb.) Walp. ssp. arnottiana (Walp.) Beus.",0,
"S"," ",4007,"ROkuni3",19/06/2010,"H781","ÉCÉ^ÉrÉJÉYÉâ","Ficus sarmentosa B. Hamilt. ex J. E. Sm. var. nipponica (Fr. & Sav.) Corner",1,0,"Moraceae",536,12507,9777,"Moraceae","Ficus","nipponica","B. Hamilt. ex J. E. Sm.","","","(Fr. & Sav.) C","","MORACEAE","GN","","GN",12507,"Ficus nipponica Franch. et Sav.","","Ficus sarmentosa var. nipponica","Ficus sarmentosa B. Hamilt. ex J. E. Sm. var. nipponica (Fr. & Sav.) C",12507,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉCÉãÉJÉìÉ_","Mucuna macrocarpa Wall.",1,0,"Leguminosae",537,11799,11799,"Leguminosae-p.","Mucuna","macrocarpa","Wall.","","","","","LEGUMINOSAE-PAPILIONOIDEAE","GN","GN","GN",11799,"Mucuna macrocarpa Wall.","","Mucuna macrocarpa","Mucuna macrocarpa Wall.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H782","ÉJÉâÉXÉLÉoÉTÉìÉLÉâÉC","Heterosmilax japonica Kunth",1,0,"Liliaceae",538,29910,29910,"Smilacaceae","Heterosmilax","japonica","Kunth","","","","","SMILACACEAE","GN","GN","GN",29910,"Heterosmilax japonica Kunth","","Heterosmilax japonica","Heterosmilax japonica Kunth",0,
" "," ",4007,"ROkuni3",19/06/2010,"","É^ÉCÉèÉìÉãÉäÉ~ÉmÉL","Lasianthus cyanocarpus Jack",1,0,"Rubiaceae",539,4815,4815,"Rubiaceae","Lasianthus","cyanocarpus","Jack","","","","","RUBIACEAE","GN","GN","GN",4815,"Lasianthus cyanocarpus Jack","","Lasianthus cyanocarpus","Lasianthus cyanocarpus Jack",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉVÉ}É~ÉTÉIÉmÉL","Randia canthioides Champ. ex Benth.",1,0,"Rubiaceae",540,4794,4794,"Rubiaceae","Randia","canthioides","Champ. ex Benth.","","","","","RUBIACEAE","GN","GN","GN",4794,"Randia canthioides Champ. ex Benth.","","Randia canthioides","Randia canthioides Champ. ex Benth.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉÑÉ}ÉrÉè","Meliosma simplicifolia (Roxb.) Walp. ssp. rigida (S. & Z.) Beus.",1,0,"Sabiaceae",541,29968,29968,"Sabiaceae","Meliosma","simplicifolia","(Roxb.) Walp.","subsp.","rigida","(S. & Z.) Beus.","","MELIOSMACEAE","syn","syn","GN",29968,"Alnaster simplicifolia (Roxb.) Walp. ssp. rigida (S. & Z.) Beus.","","Meliosma simplicifolia ssp. rigida","Meliosma simplicifolia (Roxb.) Walp. ssp. rigida (S. & Z.) Beus.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H783","ÉVÉoÉjÉbÉPÉC","Cinnamomum doederleinii Engl.",1,0,"Lauraceae",542,10268,10268,"Lauraceae","Cinnamomum","doederleinii","Engl.","","","","","LAURACEAE","?","?","BK",10268,"Cinnamomum doederleinii Engl.","","Cinnamomum doederleinii","Cinnamomum doederleinii Engl.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉPÉeÉCÉJÉJÉYÉâ","Trachelospermum jasminoides (Lindl.) Lemaire",1,0,"Apocynaceae",543,4696,4696,"Apocynaceae","Trachelospermum","jasminoides","(Lindl.) Lemaire","","","","","APOCYNACEAE","GN","GN","GN",4696,"Trachelospermum jasminoides (Lindl.) Lem.","","Trachelospermum jasminoides","Trachelospermum jasminoides (Lindl.) Lemaire",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉVÉçÉ_ÉÇ","Neolitsea sericea (Bl.) Koidz.",1,0,"Lauraceae",544,10305,10305,"Lauraceae","Neolitsea","sericea","(Bl.) Koidz.","","","","","LAURACEAE","GN","GN","GN",10305,"Neolitsea sericea (Blume) Koidz.","","Neolitsea sericea","Neolitsea sericea (Bl.) Koidz.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H784","ÉNÉçÉKÉÑ","Gahnia tristis Nees",1,0,"Cyperaceae",545,23807,23807,"Cyperaceae","Gahnia","tristis","Nees","","","","","CYPERACEAE","GN","GN","GN",23807,"Gahnia tristis Nees","","Gahnia tristis","Gahnia tristis Nees",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉgÉLÉèÉKÉL","Diospyros morrisiana Hance",1,0,"Ebenaceae",546,4587,4587,"Ebenaceae","Diospyros","morrisiana","Hance","","","","","EBENACEAE","GN","GN","GN",4587,"Diospyros morrisiana Hance","","Diospyros morrisiana","Diospyros morrisiana Hance",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉäÉÖÉEÉLÉÖÉEÉ}Éc","Pinus luchuensis Mayr",1,0,"Pinaceae",547,29913,29913,"Pinaceae","Pinus","luchuensis","Mayr","","","","","PINACEAE","GD","GD","GD",29913,"Pinus luchuensis Mayr","","Pinus luchuensis","Pinus luchuensis Mayr",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉAÉfÉN","Syzygium buxifolium Hook. & Arn.",1,0,"Myrtaceae",548,3216,3216,"Myrtaceae","Syzygium","buxifolium","Hook. & Arn.","","","","","MYRTACEAE","GN","GN","GN",3216,"Syzygium buxifolium Hook. et Arn.","","Syzygium buxifolium","Syzygium buxifolium Hook. & Arn.",0,
" "," ",4007,"ROkuni3",19/06/2010,"","ÉzÉãÉgÉmÉL","Elaeocarpus sylvestris (Lour.) Poir.",1,0,"Elaeocarpaceae",549,5493,5493,"Elaeocarpaceae","Elaeocarpus","sylvestris","(Lour.) Poir.","","","","","ELAEOCARPACEAE","GN","GN","GN",5493,"Elaeocarpus sylvestris (Lour.) Poir.","","Elaeocarpus sylvestris","Elaeocarpus sylvestris (Lour.) Poir.",0,
" "," ",4007,"ROkuni3",19/06/2010,"H785","ÉqÉáÉEÉ^ÉìÉJÉYÉâ","Coptosapelta diffusa (Champ. ex Benth.) v. Steenis",1,0,"Rubiaceae",550,4783,4783,"Rubiaceae","Coptosapelta","diffusa","(Champ. ex Benth.) v. Steenis","","","","","RUBIACEAE","BU","BU","BU",4783,"Coptosapelta diffusa (Champ. ex Benth.) Steenis","","Coptosapelta diffusa","Coptosapelta diffusa (Champ. ex Benth.) v. Steenis",0,
" "," ",4007,"ROkuni3",19/06/2010,"H786","ÉIÉLÉiÉèÉEÉâÉWÉçÉKÉV","Quercus miyagii Koidz.",1,0,"Fagaceae",551,9743,9743,"Fagaceae","Quercus","miyagii","Koidz.","","","","","FAGACEAE","BK","BK","BK",9743,"Quercus miyagii Koidz.","","Quercus miyagii","Quercus miyagii Koidz.",0,
